Country,Code,Year,Health_GDP,Health_GDP_2000,Change_since_2000,RollingAvg_5yr
Croatia,HRV,2016,5.537,,,5.6068
Croatia,HRV,2017,5.483,,,5.4894
Croatia,HRV,2018,5.522,,,5.505599999999999
Croatia,HRV,2019,5.559,,,5.5234000000000005
Croatia,HRV,2020,6.492,,,5.7186
Croatia,HRV,2021,6.904,,,5.992
Croatia,HRV,2022,6.193,,,6.1339999999999995
Croatia,HRV,2023,6.5,,,6.3296
Cyprus,CYP,2005,2.244,,,2.244
Cyprus,CYP,2006,2.336,,,2.29
Cyprus,CYP,2007,2.301,,,2.2936666666666667
Cyprus,CYP,2008,2.528,,,2.35225
Cyprus,CYP,2009,2.778,,,2.4374000000000002
Cyprus,CYP,2010,2.999,,,2.5884
Cyprus,CYP,2011,3.077,,,2.7366
Cyprus,CYP,2012,3.029,,,2.8822
Cyprus,CYP,2013,3.193,,,3.0152
Cyprus,CYP,2014,2.984,,,3.0564
Cyprus,CYP,2015,2.862,,,3.029
Cyprus,CYP,2016,2.787,,,2.971
Cyprus,CYP,2017,2.748,,,2.9148000000000005
Cyprus,CYP,2018,2.869,,,2.85
Cyprus,CYP,2019,3.83,,,3.0192000000000005
Cyprus,CYP,2020,6.329,,,3.7126000000000006
Cyprus,CYP,2021,8.024,,,4.76
Cyprus,CYP,2022,7.377,,,5.6857999999999995
Czechia,CZE,1990,3.604,5.12,-29.609375,3.604
Czechia,CZE,1991,3.703,5.12,-27.675781250000004,3.6535
Czechia,CZE,1992,3.762,5.12,-26.523437500000004,3.689666666666666
Czechia,CZE,1993,5.002,5.12,-2.304687500000006,4.0177499999999995
Czechia,CZE,1994,5.095,5.12,-0.48828125000000694,4.2332
Czechia,CZE,1995,5.115,5.12,-0.09765624999999792,4.5354
Czechia,CZE,1996,5.01,5.12,-2.148437500000006,4.7968
Czechia,CZE,1997,5.002,5.12,-2.304687500000006,5.0448
Czechia,CZE,1998,5.006,5.12,-2.226562499999998,5.0456
Czechia,CZE,1999,5.193,5.12,1.4257812499999905,5.0652
Czechia,CZE,2000,5.12,5.12,0.0,5.0662
Czechia,CZE,2001,5.239,5.12,2.3242187499999956,5.112
Czechia,CZE,2002,5.56,5.12,8.593749999999991,5.223599999999999
Czechia,CZE,2003,5.832,5.12,13.906249999999995,5.3888
Czechia,CZE,2004,5.638,5.12,10.117187499999995,5.477799999999999
Czechia,CZE,2005,5.506,5.12,7.539062500000002,5.555
Czechia,CZE,2006,5.32,5.12,3.9062500000000036,5.5712
Czechia,CZE,2007,5.069,5.12,-0.9960937500000031,5.473000000000001
Czechia,CZE,2008,5.197,5.12,1.5039062499999991,5.346
Czechia,CZE,2009,6.036,5.12,17.89062499999999,5.4256
Czechia,CZE,2010,6.44,5.12,25.781250000000007,5.612399999999999
Czechia,CZE,2011,6.395,5.12,24.90234374999999,5.827399999999999
Czechia,CZE,2012,6.452,5.12,26.015624999999996,6.104
Czechia,CZE,2013,6.356,5.12,24.140624999999996,6.3358
Czechia,CZE,2014,6.404,5.12,25.078124999999996,6.409400000000001
Czechia,CZE,2015,6.213,5.12,21.34765625,6.364
Czechia,CZE,2016,6.273,5.12,22.519531249999993,6.3396
Czechia,CZE,2017,6.228,5.12,21.640624999999993,6.2947999999999995
Czechia,CZE,2018,6.341,5.12,23.84765625,6.2918
Czechia,CZE,2019,6.462,5.12,26.210937499999993,6.3034
Czechia,CZE,2020,8.081,5.12,57.832031249999986,6.677
Czechia,CZE,2021,8.2,5.12,60.15624999999998,7.062399999999999
Czechia,CZE,2022,7.477,5.12,46.03515625,7.312199999999999
Czechia,CZE,2023,7.259,5.12,41.77734375,7.4958
Denmark,DNK,1880,0.1,6.735,-98.51521900519674,0.1
Denmark,DNK,1890,0.28,6.735,-95.84261321455085,0.19
Denmark,DNK,1900,0.46,6.735,-93.17000742390498,0.28
Denmark,DNK,1910,0.44,6.735,-93.46696362286562,0.32
Denmark,DNK,1920,1.15,6.735,-82.92501855976244,0.48599999999999993
Denmark,DNK,1930,0.7,6.735,-89.60653303637713,0.606
Denmark,DNK,1960,3.7779648,6.735,-43.905496659242765,1.3055929599999998
Denmark,DNK,1961,4.2572722,6.735,-36.78883147735709,2.0650474
Denmark,DNK,1962,4.437101,6.735,-34.11876763177432,2.8644676000000002
Denmark,DNK,1963,4.635774,6.735,-31.168908685968827,3.5616224
Denmark,DNK,1964,4.555899,6.735,-32.35487750556793,4.332802200000001
Denmark,DNK,1965,4.86696,6.735,-27.736302895322947,4.550601240000001
Denmark,DNK,1966,5.321642,6.735,-20.98527097253156,4.7634752
Denmark,DNK,1967,5.8131256,6.735,-13.687815887156646,5.03868012
Denmark,DNK,1968,6.1344647,6.735,-8.91663400148479,5.338418259999999
Denmark,DNK,1969,6.348674,6.735,-5.736095025983673,5.69697326
Denmark,DNK,1970,6.1169844,6.735,-9.176178173719386,5.946978140000001
Denmark,DNK,1971,6.422,6.735,-4.647364513734233,6.16704974
Denmark,DNK,1972,6.527,6.735,-3.0883444691907966,6.30982462
Denmark,DNK,1973,6.358,6.735,-5.597624350408324,6.35453168
Denmark,DNK,1974,7.05,6.735,4.677060133630282,6.49479688
Denmark,DNK,1975,7.292,6.735,8.270230141054187,6.7298
Denmark,DNK,1976,7.341,6.735,8.997772828507793,6.9136
Denmark,DNK,1977,7.143,6.735,6.057906458797319,7.0367999999999995
Denmark,DNK,1978,7.276,6.735,8.032665181885664,7.220400000000001
Denmark,DNK,1979,7.438,6.735,10.438010393466953,7.298
Denmark,DNK,1980,7.344,6.735,9.042316258351892,7.308400000000001
Denmark,DNK,1981,7.481,6.735,11.076466221232362,7.3364
Denmark,DNK,1982,7.511,6.735,11.521900519673345,7.410000000000001
Denmark,DNK,1983,7.255,6.735,7.72086117297698,7.405800000000001
Denmark,DNK,1984,6.805,6.735,1.0393466963622775,7.2792
Denmark,DNK,1985,6.755,6.735,0.29695619896064696,7.1614
Denmark,DNK,1986,6.503,6.735,-3.4446919079435814,6.9658
Denmark,DNK,1987,6.758,6.735,0.34149962880474666,6.8152
Denmark,DNK,1988,6.899,6.735,2.4350408314773526,6.744
Denmark,DNK,1989,6.754,6.735,0.2821083890126093,6.7338000000000005
Denmark,DNK,1990,6.622,6.735,-1.6778025241276977,6.7072
Denmark,DNK,1991,6.607,6.735,-1.9005196733481826,6.728
Denmark,DNK,1992,6.592,6.735,-2.123236822568681,6.694799999999999
Denmark,DNK,1993,6.82,6.735,1.262063845582776,6.678999999999999
Denmark,DNK,1994,6.602,6.735,-1.9747587230883445,6.6486
Denmark,DNK,1995,6.374,6.735,-5.360059391239801,6.599000000000001
Denmark,DNK,1996,6.42,6.735,-4.677060133630295,6.5616
Denmark,DNK,1997,6.331,6.735,-5.998515219005196,6.509400000000001
Denmark,DNK,1998,6.118,6.735,-9.161098737936154,6.369000000000001
Denmark,DNK,1999,6.937,6.735,2.999257609502598,6.436000000000002
Denmark,DNK,2000,6.735,6.735,0.0,6.5082
Denmark,DNK,2001,7.046,6.735,4.617668893838158,6.6334
Denmark,DNK,2002,7.293,6.735,8.285077951002224,6.825799999999999
Denmark,DNK,2003,7.471,6.735,10.927988121752037,7.0964
Denmark,DNK,2004,7.526,6.735,11.744617668893829,7.2142
Denmark,DNK,2005,7.613,6.735,13.036377134372682,7.389799999999999
Denmark,DNK,2006,7.69,6.735,14.179658500371195,7.518600000000001
Denmark,DNK,2007,7.806,6.735,15.90200445434298,7.6212
Denmark,DNK,2008,7.991,6.735,18.64884929472902,7.725199999999999
Denmark,DNK,2009,9.015,6.735,33.85300668151448,8.023
Denmark,DNK,2010,8.922,6.735,32.47216035634744,8.2848
Denmark,DNK,2011,8.716,6.735,29.413511507052693,8.49
Denmark,DNK,2012,8.861,6.735,31.56644394951745,8.701
Denmark,DNK,2013,8.705,6.735,29.250185597624345,8.8438
Denmark,DNK,2014,8.688,6.735,28.997772828507802,8.778400000000001
Denmark,DNK,2015,8.699,6.735,29.161098737936147,8.733799999999999
Denmark,DNK,2016,8.616,6.735,27.928730512249434,8.7138
Denmark,DNK,2017,8.478,6.735,25.879732739420923,8.6372
Denmark,DNK,2018,8.457,6.735,25.567928730512257,8.5876
Denmark,DNK,2019,8.499,6.735,26.191536748329625,8.549800000000001
Denmark,DNK,2020,9.04,6.735,34.22420193021527,8.618
Denmark,DNK,2021,9.148,6.735,35.827765404602815,8.7244
Denmark,DNK,2022,8.015,6.735,19.005196733481814,8.6318
Denmark,DNK,2023,7.886,6.735,17.08982925018559,8.5176
Estonia,EST,1999,4.366,3.974,9.86411675893305,4.366
Estonia,EST,2000,3.974,3.974,0.0,4.17
Estonia,EST,2001,3.746,3.974,-5.7372924006039305,4.028666666666667
Estonia,EST,2002,3.601,3.974,-9.386009058882742,3.92175
Estonia,EST,2003,3.915,3.974,-1.4846502264720725,3.9204
Estonia,EST,2004,3.973,3.974,-0.025163563160551936,3.8418
Estonia,EST,2005,3.943,3.974,-0.7800704579768529,3.8356000000000003
Estonia,EST,2006,3.743,3.974,-5.8127830900855635,3.835
Estonia,EST,2007,3.92,3.974,-1.3588324106693574,3.8988
Estonia,EST,2008,4.549,3.974,14.469048817312535,4.0256
Estonia,EST,2009,5.271,3.974,32.63714141922495,4.285200000000001
Estonia,EST,2010,4.975,3.974,25.188726723704065,4.4916
Estonia,EST,2011,4.604,3.974,15.853044791142423,4.6638
Estonia,EST,2012,4.611,3.974,16.029189733266218,4.802
Estonia,EST,2013,4.685,3.974,17.891293407146435,4.8292
Estonia,EST,2014,4.76,3.974,19.778560644187205,4.726999999999999
Estonia,EST,2015,4.961,3.974,24.836436839456468,4.724200000000001
Estonia,EST,2016,5.003,3.974,25.89330649219929,4.804
Estonia,EST,2017,4.854,3.974,22.143935581278303,4.852600000000001
Estonia,EST,2018,4.93,3.974,24.056366381479606,4.9016
Estonia,EST,2019,5.041,3.974,26.849521892299954,4.957800000000001
Estonia,EST,2020,5.851,3.974,47.232008052340205,5.135800000000001
Estonia,EST,2021,5.743,3.974,44.51434323100151,5.283800000000001
Estonia,EST,2022,5.253,3.974,32.18419728233518,5.3636
Estonia,EST,2023,5.752,3.974,44.74081529944639,5.5280000000000005
Finland,FIN,1880,0.23,5.257,-95.62488111089974,0.23
Finland,FIN,1890,0.34,5.257,-93.53243294654746,0.28500000000000003
Finland,FIN,1900,0.35,5.257,-93.3422103861518,0.30666666666666664
Finland,FIN,1910,0.38,5.257,-92.77154270496482,0.325
Finland,FIN,1920,0.19,5.257,-96.3857713524824,0.298
Finland,FIN,1930,1.28,5.257,-75.65151226935514,0.508
Finland,FIN,1960,1.7948552,5.257,-65.85780483165303,0.79897104
Finland,FIN,1961,1.8135746,5.257,-65.50171961194597,1.09168596
Finland,FIN,1962,1.9817758,5.257,-62.30215331938367,1.41204112
Finland,FIN,1963,2.1177485,5.257,-59.715645805592544,1.79759082
Finland,FIN,1964,2.3127785,5.257,-56.00573521019593,2.00414652
Finland,FIN,1965,2.7386315,5.257,-47.905050408978504,2.1929017799999997
Finland,FIN,1966,2.9304035,5.257,-44.25711432375879,2.41626756
Finland,FIN,1967,3.3974204,5.257,-35.37339927715426,2.69939648
Finland,FIN,1968,3.5401022,5.257,-32.659269545368076,2.98386722
Finland,FIN,1969,3.6067283,5.257,-31.391890812250328,3.2426571799999997
Finland,FIN,1970,3.555,5.257,-32.37587977934182,3.4059308799999997
Finland,FIN,1971,3.756,5.257,-28.552406315389007,3.5710501800000003
Finland,FIN,1972,3.754,5.257,-28.590450827468132,3.6423660999999994
Finland,FIN,1973,3.758,5.257,-28.514361803309868,3.6859456600000002
Finland,FIN,1974,3.764,5.257,-28.400228267072475,3.7174
Finland,FIN,1975,4.35,5.257,-17.25318622788663,3.8763999999999994
Finland,FIN,1976,4.605,5.257,-12.40251093779721,4.0462
Finland,FIN,1977,4.793,5.257,-8.826326802358752,4.2540000000000004
Finland,FIN,1978,4.698,5.257,-10.633441126117544,4.442
Finland,FIN,1979,4.62,5.257,-12.11717709720372,4.6132
Finland,FIN,1980,4.611,5.257,-12.288377401559824,4.6654
Finland,FIN,1981,4.742,5.257,-9.796461860376635,4.6928
Finland,FIN,1982,4.831,5.257,-8.103481072855228,4.7004
Finland,FIN,1983,4.836,5.257,-8.008369792657398,4.728
Finland,FIN,1984,4.837,5.257,-7.989347536617843,4.7714
Finland,FIN,1985,5.165,5.257,-1.750047555640092,4.8822
Finland,FIN,1986,5.295,5.257,0.722845729503524,4.9928
Finland,FIN,1987,5.426,5.257,3.214761270686713,5.111800000000001
Finland,FIN,1988,5.262,5.257,0.09511128019782944,5.197
Finland,FIN,1989,5.333,5.257,1.445691459007048,5.296200000000001
Finland,FIN,1990,5.802,5.257,10.367129541563628,5.4235999999999995
Finland,FIN,1991,6.681,5.257,27.08769260034241,5.7008
Finland,FIN,1992,6.725,5.257,27.924671866083315,5.9605999999999995
Finland,FIN,1993,5.903,5.257,12.288377401559824,6.088799999999999
Finland,FIN,1994,5.448,5.257,3.633250903557176,6.1118
Finland,FIN,1995,5.239,5.257,-0.34240060871218936,5.9992
Finland,FIN,1996,5.316,5.257,1.1223131063344145,5.7262
Finland,FIN,1997,5.089,5.257,-3.195739014647123,5.399
Finland,FIN,1998,4.911,5.257,-6.581700589689938,5.2006
Finland,FIN,1999,4.841,5.257,-7.913258512459569,5.079199999999999
Finland,FIN,2000,5.257,5.257,0.0,5.082800000000001
Finland,FIN,2001,5.408,5.257,2.872360661974523,5.1012
Finland,FIN,2002,5.73,5.257,8.997527106714871,5.2294
Finland,FIN,2003,5.991,5.257,13.962335933041658,5.445399999999999
Finland,FIN,2004,6.126,5.257,16.530340498383122,5.7024
Finland,FIN,2005,6.312,5.257,20.068480121742454,5.9134
Finland,FIN,2006,6.402,5.257,21.780483165303416,6.1122
Finland,FIN,2007,6.239,5.257,18.679855430854104,6.214
Finland,FIN,2008,6.456,5.257,22.80768499144,6.307
Finland,FIN,2009,7.102,5.257,35.09606239299982,6.5022
Finland,FIN,2010,7.047,5.257,34.04983831082367,6.6492
Finland,FIN,2011,7.158,5.257,36.161308731215534,6.800400000000001
Finland,FIN,2012,7.495,5.257,42.57180901654937,7.0516000000000005
Finland,FIN,2013,7.643,5.257,45.38710291040518,7.289
Finland,FIN,2014,7.631,5.257,45.1588358379304,7.394799999999999
Finland,FIN,2015,7.421,5.257,41.16416206962147,7.4696
Finland,FIN,2016,7.148,5.257,35.97108617081986,7.4676
Finland,FIN,2017,6.974,5.257,32.66121361993534,7.3634
Finland,FIN,2018,6.959,5.257,32.37587977934183,7.2265999999999995
Finland,FIN,2019,7.142,5.257,35.85695263458248,7.1288
Finland,FIN,2020,7.615,5.257,44.85447974129733,7.1676
Finland,FIN,2021,7.785,5.257,48.0882632680236,7.295
Finland,FIN,2022,7.709,5.257,46.64257180901655,7.442
Finland,FIN,2023,8.2,5.257,55.9824995244436,7.6902
France,FRA,1880,0.25,7.56,-96.6931216931217,0.25
France,FRA,1890,0.29,7.56,-96.16402116402116,0.27
France,FRA,1900,0.27,7.56,-96.42857142857142,0.27
France,FRA,1910,0.26,7.56,-96.56084656084656,0.2675
France,FRA,1920,0.23,7.56,-96.95767195767195,0.26
France,FRA,1930,0.32,7.56,-95.76719576719577,0.274
France,FRA,1960,2.1924784,7.56,-70.99896296296296,0.65449568
France,FRA,1961,2.4545488,7.56,-67.53242328042327,1.0914054400000002
France,FRA,1962,2.6963992,7.56,-64.3333439153439,1.5786852800000002
France,FRA,1963,2.9036713,7.56,-61.59164947089947,2.1134195399999998
France,FRA,1964,3.096216,7.56,-59.0447619047619,2.66866274
France,FRA,1965,3.180864,7.56,-57.925079365079355,2.86633986
France,FRA,1966,3.3426502,7.56,-55.78505026455025,3.0439601400000003
France,FRA,1967,3.4497068,7.56,-54.36895767195766,3.19462166
France,FRA,1968,3.3350148,7.56,-55.88604761904761,3.28089036
France,FRA,1969,3.6460698,7.56,-51.771563492063486,3.3908611200000003
France,FRA,1970,3.894,7.56,-48.49206349206349,3.53348832
France,FRA,1971,4.0419188,7.56,-46.5354656084656,3.67334204
France,FRA,1972,4.1747766,7.56,-44.77808730158729,3.818356
France,FRA,1973,4.1881986,7.56,-44.60054761904762,3.98899276
France,FRA,1974,4.275436,7.56,-43.44661375661376,4.114866000000001
France,FRA,1975,4.77,7.56,-36.904761904761905,4.290066
France,FRA,1976,4.757728,7.56,-37.06708994708994,4.433227840000001
France,FRA,1977,4.8361664,7.56,-36.02954497354497,4.5655057999999995
France,FRA,1978,5.056596,7.56,-33.11380952380952,4.73918528
France,FRA,1979,5.1890726,7.56,-31.36147354497354,4.9219126
France,FRA,1980,5.378,7.56,-28.862433862433857,5.0435126
France,FRA,1981,5.5994024,7.56,-25.93383068783069,5.211847479999999
France,FRA,1982,5.639938,7.56,-25.3976455026455,5.3726018
France,FRA,1983,5.690084,7.56,-24.734338624338626,5.4992994
France,FRA,1984,5.8917303,7.56,-22.067059523809522,5.63983094
France,FRA,1985,5.986,7.56,-20.82010582010582,5.7614309399999994
France,FRA,1986,5.797839,7.56,-23.309007936507935,5.80111826
France,FRA,1987,5.809996,7.56,-23.148201058201053,5.83512986
France,FRA,1988,5.7283096,7.56,-24.228708994708988,5.84277498
France,FRA,1989,5.8334723,7.56,-22.83766798941798,5.83112338
France,FRA,1990,6.076,7.56,-19.62962962962963,5.84912338
France,FRA,1991,6.217,7.56,-17.764550264550266,5.93295558
France,FRA,1992,6.411,7.56,-15.1984126984127,6.05315638
France,FRA,1993,6.716,7.56,-11.164021164021158,6.25069446
France,FRA,1994,6.656,7.56,-11.957671957671957,6.4152000000000005
France,FRA,1995,7.818,7.56,3.412698412698413,6.763599999999999
France,FRA,1996,7.809,7.56,3.2936507936508015,7.081999999999999
France,FRA,1997,7.719,7.56,2.1031746031746126,7.3435999999999995
France,FRA,1998,7.628,7.56,0.8994708994709062,7.526000000000001
France,FRA,1999,7.624,7.56,0.8465608465608473,7.7196
France,FRA,2000,7.56,7.56,0.0,7.668000000000001
France,FRA,2001,7.659,7.56,1.3095238095238122,7.638
France,FRA,2002,7.935,7.56,4.9603174603174605,7.6812
France,FRA,2003,7.943,7.56,5.0661375661375665,7.744199999999999
France,FRA,2004,8.008,7.56,5.92592592592592,7.821
France,FRA,2005,8.038,7.56,6.322751322751332,7.9166
France,FRA,2006,8.021,7.56,6.097883597883614,7.989
France,FRA,2007,7.945,7.56,5.092592592592602,7.991
France,FRA,2008,8.032,7.56,6.243386243386249,8.008799999999999
France,FRA,2009,8.636,7.56,14.232804232804227,8.134400000000001
France,FRA,2010,8.561,7.56,13.240740740740744,8.239
France,FRA,2011,8.501,7.56,12.447089947089946,8.334999999999999
France,FRA,2012,8.596,7.56,13.70370370370371,8.4652
France,FRA,2013,8.66,7.56,14.550264550264558,8.590799999999998
France,FRA,2014,8.781,7.56,16.150793650793666,8.619800000000001
France,FRA,2015,8.724,7.56,15.396825396825406,8.6524
France,FRA,2016,9.505,7.56,25.727513227513242,8.853200000000001
France,FRA,2017,9.425,7.56,24.669312169312185,9.019
France,FRA,2018,9.316,7.56,23.227513227513246,9.150200000000002
France,FRA,2019,9.246,7.56,22.301587301587315,9.2432
France,FRA,2020,10.216,7.56,35.13227513227513,9.541599999999999
France,FRA,2021,10.45,7.56,38.22751322751323,9.730599999999999
France,FRA,2022,10.068,7.56,33.17460317460318,9.8592
Germany,DEU,1880,0.0,7.722,-100.0,0.0
Germany,DEU,1890,0.0,7.722,-100.0,0.0
Germany,DEU,1900,0.0,7.722,-100.0,0.0
Germany,DEU,1910,0.0,7.722,-100.0,0.0
Germany,DEU,1930,0.06,7.722,-99.22299922299923,0.012
Germany,DEU,1960,3.1624267,7.722,-59.046533281533286,0.64448534
Germany,DEU,1961,3.247294,7.722,-57.94750064750065,1.29394414
Germany,DEU,1962,3.348275,7.722,-56.63979538979539,1.9635991400000001
Germany,DEU,1963,3.411143,7.722,-55.82565397565398,2.64582774
Germany,DEU,1964,3.3989463,7.722,-55.983601398601415,3.313617
Germany,DEU,1965,3.6180744,7.722,-53.14588966588967,3.40474654
Germany,DEU,1966,3.9746087,7.722,-48.52876586376587,3.5502094800000004
Germany,DEU,1967,4.131154,7.722,-46.5015022015022,3.7067852799999996
Germany,DEU,1968,4.304533,7.722,-44.256241906241904,3.8854632800000006
Germany,DEU,1969,4.293102,7.722,-44.404273504273505,4.06429442
Germany,DEU,1970,4.08,7.722,-47.16394716394717,4.156679540000001
Germany,DEU,1971,4.537,7.722,-41.24579124579125,4.2691578
Germany,DEU,1972,4.845,7.722,-37.25718725718726,4.411927
Germany,DEU,1973,5.183,7.722,-32.88008288008288,4.5876204000000005
Germany,DEU,1974,5.674,7.722,-26.521626521626523,4.8638
Germany,DEU,1975,6.26,7.722,-18.93291893291894,5.299799999999999
Germany,DEU,1976,6.274,7.722,-18.751618751618757,5.6472
Germany,DEU,1977,6.207,7.722,-19.619269619269623,5.9196
Germany,DEU,1978,6.264,7.722,-18.881118881118883,6.1358
Germany,DEU,1979,6.135,7.722,-20.551670551670558,6.228
Germany,DEU,1980,6.303,7.722,-18.376068376068382,6.2366
Germany,DEU,1981,6.54,7.722,-15.306915306915311,6.2898
Germany,DEU,1982,6.361,7.722,-17.62496762496763,6.3206
Germany,DEU,1983,6.278,7.722,-18.69981869981871,6.3233999999999995
Germany,DEU,1984,6.387,7.722,-17.2882672882673,6.3738
Germany,DEU,1985,6.495,7.722,-15.889665889665894,6.4122
Germany,DEU,1986,6.437,7.722,-16.640766640766643,6.3916
Germany,DEU,1987,6.507,7.722,-15.734265734265742,6.4208
Germany,DEU,1988,6.624,7.722,-14.219114219114228,6.49
Germany,DEU,1989,6.058,7.722,-21.548821548821557,6.424200000000001
Germany,DEU,1990,6.058,7.722,-21.548821548821557,6.336799999999999
Germany,DEU,1991,6.0839376,7.722,-21.212929292929303,6.26618752
Germany,DEU,1992,7.159,7.722,-7.290857290857298,6.39658752
Germany,DEU,1993,7.1,7.722,-8.054908054908065,6.49178752
Germany,DEU,1994,7.327,7.722,-5.115255115255121,6.745587519999999
Germany,DEU,1995,7.643,7.722,-1.023051023051031,7.062587519999999
Germany,DEU,1996,7.942,7.722,2.8490028490028454,7.4342
Germany,DEU,1997,7.728,7.722,0.07770007770006913,7.548
Germany,DEU,1998,7.681,7.722,-0.5309505309505357,7.664199999999999
Germany,DEU,1999,7.716,7.722,-0.07770007770008064,7.742
Germany,DEU,2000,7.722,7.722,0.0,7.7578000000000005
Germany,DEU,2001,7.743,7.722,0.2719502719502707,7.718000000000001
Germany,DEU,2002,7.904,7.722,2.35690235690235,7.753200000000001
Germany,DEU,2003,8.022,7.722,3.885003885003883,7.8214
Germany,DEU,2004,7.666,7.722,-0.7252007252007259,7.811400000000001
Germany,DEU,2005,7.769,7.722,0.6086506086506048,7.8208
Germany,DEU,2006,7.628,7.722,-1.2173012173012212,7.7978000000000005
Germany,DEU,2007,7.531,7.722,-2.4734524734524825,7.7232
Germany,DEU,2008,7.694,7.722,-0.36260036260036865,7.6576
Germany,DEU,2009,9.365,7.722,21.276871276871272,7.997399999999999
Germany,DEU,2010,9.236,7.722,19.60631960631961,8.2908
Germany,DEU,2011,8.958,7.722,16.006216006216004,8.556799999999999
Germany,DEU,2012,9.006,7.722,16.627816627816625,8.8518
Germany,DEU,2013,9.22,7.722,19.399119399119403,9.157
Germany,DEU,2014,9.285,7.722,20.240870240870237,9.141000000000002
Germany,DEU,2015,9.421,7.722,22.002072002071987,9.178
Germany,DEU,2016,9.483,7.722,22.804972804972806,9.283000000000001
Germany,DEU,2017,9.566,7.722,23.879823879823885,9.395
Germany,DEU,2018,9.66,7.722,25.097125097125094,9.483
Germany,DEU,2019,9.841,7.722,27.44107744107743,9.5942
Germany,DEU,2020,10.824,7.722,40.17094017094016,9.8748
Germany,DEU,2021,11.027,7.722,42.79979279979278,10.183600000000002
Germany,DEU,2022,10.925,7.722,41.478891478891484,10.455400000000001
Germany,DEU,2023,10.139,7.722,31.300181300181286,10.5512
Greece,GRC,1880,0.0,4.464,-100.0,0.0
Greece,GRC,1890,0.0,4.464,-100.0,0.0
Greece,GRC,1900,0.0,4.464,-100.0,0.0
Greece,GRC,1910,0.0,4.464,-100.0,0.0
Greece,GRC,1920,0.0,4.464,-100.0,0.0
Greece,GRC,1930,0.0,4.464,-100.0,0.0
Greece,GRC,1960,1.3262507,4.464,-70.29008288530466,0.26525013999999997
Greece,GRC,1961,1.2661047,4.464,-71.63743951612904,0.51847108
Greece,GRC,1962,1.3504457,4.464,-69.74808019713262,0.78856022
Greece,GRC,1963,1.351102,4.464,-69.73337813620071,1.0587806199999998
Greece,GRC,1964,1.5016255,4.464,-66.36143593189963,1.35910572
Greece,GRC,1965,1.5959452,4.464,-64.2485394265233,1.41304462
Greece,GRC,1966,1.6455791,4.464,-63.136668906810044,1.4889395
Greece,GRC,1967,1.600031,4.464,-64.15701164874552,1.5388565600000002
Greece,GRC,1968,1.5433462,4.464,-65.42683243727598,1.5773054000000002
Greece,GRC,1969,1.5437673,4.464,-65.41739919354839,1.58573376
Greece,GRC,1970,1.5417287,4.464,-65.4630667562724,1.57489046
Greece,GRC,1971,1.6403804,4.464,-63.25312724014338,1.57385072
Greece,GRC,1972,1.6368481,4.464,-63.332255824372766,1.58121414
Greece,GRC,1973,1.5559675,4.464,-65.14409722222223,1.5837384
Greece,GRC,1974,1.7008132,4.464,-61.89934587813622,1.61514758
Greece,GRC,1975,1.7542361,4.464,-60.70259632616488,1.65764906
Greece,GRC,1976,1.9531536,4.464,-56.24655913978495,1.7202037000000001
Greece,GRC,1977,2.1776643,4.464,-51.21719758064517,1.82836694
Greece,GRC,1978,2.2467072,4.464,-49.6705376344086,1.96651488
Greece,GRC,1979,2.2799942,4.464,-48.92486111111112,2.0823510799999996
Greece,GRC,1980,2.54836,4.464,-42.91308243727598,2.24117586
Greece,GRC,1981,2.706719,4.464,-39.36561379928315,2.39188894
Greece,GRC,1982,2.8853061,4.464,-35.36500672043011,2.5334173
Greece,GRC,1983,2.905518,4.464,-34.91223118279571,2.66517946
Greece,GRC,1984,2.844404,4.464,-36.281272401433704,2.7780614200000002
Greece,GRC,1985,2.8172073,4.464,-36.89051747311828,2.83183088
Greece,GRC,1986,3.092695,4.464,-30.719198028673844,2.9090260800000003
Greece,GRC,1987,2.9631526,4.464,-33.62113351254481,2.92459538
Greece,GRC,1988,2.967,4.464,-33.53494623655914,2.9368917800000003
Greece,GRC,1989,3.387,4.464,-24.12634408602151,3.0454109799999998
Greece,GRC,1990,3.285,4.464,-26.411290322580648,3.13896952
Greece,GRC,1991,3.211,4.464,-28.06899641577062,3.16263052
Greece,GRC,1992,3.607,4.464,-19.19802867383513,3.2914000000000003
Greece,GRC,1993,4.046,4.464,-9.363799283154124,3.5072
Greece,GRC,1994,4.099,4.464,-8.176523297491043,3.6495999999999995
Greece,GRC,1995,4.214,4.464,-5.600358422939068,3.8354
Greece,GRC,1996,4.265,4.464,-4.457885304659514,4.046200000000001
Greece,GRC,1997,4.147,4.464,-7.101254480286741,4.1542
Greece,GRC,1998,4.038,4.464,-9.543010752688176,4.1526000000000005
Greece,GRC,1999,4.254,4.464,-4.704301075268836,4.1836
Greece,GRC,2000,4.464,4.464,0.0,4.2336
Greece,GRC,2001,5.049,4.464,13.104838709677416,4.3904
Greece,GRC,2002,4.978,4.464,11.514336917562709,4.5566
Greece,GRC,2003,5.058,4.464,13.306451612903212,4.7606
Greece,GRC,2004,4.745,4.464,6.294802867383504,4.8588000000000005
Greece,GRC,2005,5.21,4.464,16.71146953405017,5.008
Greece,GRC,2006,5.088,4.464,13.978494623655905,5.0158000000000005
Greece,GRC,2007,5.319,4.464,19.1532258064516,5.0840000000000005
Greece,GRC,2008,5.768,4.464,29.21146953405016,5.226
